EF,ACC,page,author,year,experiment,family,genus,species,variety,plant_type,plant_type_2,plant_type_3,diversity_type,plant_quality_type,defence_type_specific,trait_category,structure,experiment_type,study_type,plant_lifestage,shade_tolerance,plant_lifestage_2,plant_age,diversity_level,latitude,biome_type,Nfixing,broadleaf_conifer_mix,forb_legume_grass_mix,density,PD,PD2,SR,X_control,SE_control,SD_control,N_control,X_mixture,SE_control.1,SD_mixture,N_mixture,data_source,notes,yi,vi
ef994,53,135,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.644,0.356,8,1.765,N/A,0.05,2,2.005,N/A,0.066,2,extra data request,,2.312681886,1.668562188
ef995,53,136,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.691,0.309,16,1.765,N/A,0.05,2,1.915,N/A,0.094,2,extra data request,,1.124090822,1.157947522
ef996,53,137,"Davrinche, A",2021,BEF China,Anacardiaceae,Rhus,Rhus chinensis,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.551,0.449,4,10.525,N/A,0.71,2,15.992,N/A,2.351,2,extra data request,,1.776166333,1.394345855
ef997,53,138,"Davrinche, A",2021,BEF China,Anacardiaceae,Rhus,Rhus chinensis,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.551,0.449,4,458.404,N/A,46.274,2,457.661,N/A,68.36,2,extra data request,,-0.007181513,1.000006447
ef998,53,139,"Davrinche, A",2021,BEF China,Anacardiaceae,Rhus,Rhus chinensis,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.551,0.449,4,49.569,N/A,0.275,2,48.645,N/A,0.245,2,extra data request,,-2.001714493,1.500857614
ef999,53,140,"Davrinche, A",2021,BEF China,Anacardiaceae,Rhus,Rhus chinensis,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.551,0.449,4,1.546,N/A,0.236,2,1.776,N/A,0.108,2,extra data request,,0.70707724,1.062494778
ef1000,53,141,"Davrinche, A",2021,BEF China,Sapindaceae,Sapindus,Sapindus mukorossi,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.563,0.437,16,15.111,N/A,4.612,2,14.292,N/A,6.165,2,extra data request,,-0.084874658,1.000900463
ef1001,53,142,"Davrinche, A",2021,BEF China,Sapindaceae,Sapindus,Sapindus mukorossi,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.731,0.269,2,419.283,N/A,31.319,2,376.493,N/A,28.672,2,extra data request,,-0.804060818,1.080814225
ef1002,53,143,"Davrinche, A",2021,BEF China,Sapindaceae,Sapindus,Sapindus mukorossi,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.549,0.451,4,419.283,N/A,31.319,2,383.243,N/A,5.458,2,extra data request,,-0.904524341,1.102270536
ef1003,53,144,"Davrinche, A",2021,BEF China,Sapindaceae,Sapindus,Sapindus mukorossi,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.565,0.435,8,419.283,N/A,31.319,2,335.569,N/A,12.282,2,extra data request,,-1.985487979,1.492770314
ef1004,53,145,"Davrinche, A",2021,BEF China,Sapindaceae,Sapindus,Sapindus mukorossi,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.563,0.437,16,419.283,N/A,31.319,2,433.096,N/A,97.654,2,extra data request,,0.107467797,1.001443666
ef1005,53,146,"Davrinche, A",2021,BEF China,Sapindaceae,Sapindus,Sapindus mukorossi,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.731,0.269,2,47.044,N/A,0.526,2,46.477,N/A,0.347,2,extra data request,,-0.717928806,1.064427721
ef1006,53,147,"Davrinche, A",2021,BEF China,Sapindaceae,Sapindus,Sapindus mukorossi,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.565,0.435,8,47.044,N/A,0.526,2,46.132,N/A,0.222,2,extra data request,,-1.274537873,1.203055849
ef1007,53,148,"Davrinche, A",2021,BEF China,Sapindaceae,Sapindus,Sapindus mukorossi,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.563,0.437,16,47.044,N/A,0.526,2,47.532,N/A,2.054,2,extra data request,,0.183639643,1.00421544
ef1008,53,149,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.734,0.266,2,12.908,N/A,1.705,2,14.931,N/A,5.895,2,extra data request,,0.263031057,1.008648167
ef1009,53,150,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.702,0.298,4,12.908,N/A,1.705,2,15.441,N/A,3.81,2,extra data request,,0.484185997,1.02930451
ef1010,53,151,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.584,0.416,8,12.908,N/A,1.705,2,19.199,N/A,1.164,2,extra data request,,2.431403564,1.738965412
ef1011,53,152,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.576,0.424,16,12.908,N/A,1.705,2,15.587,N/A,2.163,4,extra data request,,1.038606533,0.839891961
ef1012,53,153,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.734,0.266,2,430.478,N/A,26.021,2,398.379,N/A,87.543,2,extra data request,,-0.280430926,1.009830188
ef1013,53,154,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.702,0.298,4,430.478,N/A,26.021,2,376.225,N/A,8.505,2,extra data request,,-1.58124446,1.312541755
ef1014,53,155,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.576,0.424,16,430.478,N/A,26.021,2,389.359,N/A,22.815,4,extra data request,,-1.386813419,0.910270955
ef1015,53,156,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.734,0.266,2,46.455,N/A,0.047,2,46.473,N/A,0.238,2,extra data request,,0.059200894,1.000438093
ef1016,53,157,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.702,0.298,4,46.455,N/A,0.047,2,46.388,N/A,0.393,2,extra data request,,-0.135063679,1.002280275
ef1017,53,158,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.584,0.416,8,46.455,N/A,0.047,2,46.642,N/A,0.046,2,extra data request,,2.26876029,1.643409157
ef1018,53,159,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.576,0.424,16,46.455,N/A,0.047,2,46.425,N/A,0.257,4,extra data request,,-0.106952302,0.750953233
ef1019,53,160,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.734,0.266,2,1.337,N/A,0.038,2,1.783,N/A,0.43,2,extra data request,,0.824360575,1.084946295
ef1020,53,161,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.702,0.298,4,1.337,N/A,0.038,2,1.792,N/A,0.303,2,extra data request,,1.188830811,1.176664837
ef1021,53,162,"Davrinche, A",2021,BEF China,Euphorbiaceae,Sapium,Triadica sebifera,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.576,0.424,16,1.337,N/A,0.038,2,1.683,N/A,0.111,4,extra data request,,2.817351041,1.411455574
ef1022,53,163,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.633,0.367,2,12.565,N/A,0.035,2,11.46,N/A,0.716,2,extra data request,,-1.229903562,1.189082846
ef1023,53,164,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.45,0.55,4,12.565,N/A,0.035,2,9.395,N/A,1.489,3,extra data request,,-1.886468355,1.189209619
ef1024,53,165,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.347,0.653,16,12.565,N/A,0.035,2,10.886,N/A,3.095,2,extra data request,,-0.432815033,1.023416107
ef1025,53,166,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.633,0.367,2,393.104,N/A,5.481,2,401.705,N/A,1.016,2,extra data request,,1.231099358,1.189450704
ef1026,53,167,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.45,0.55,4,393.104,N/A,5.481,2,464.97,N/A,17.333,3,extra data request,,3.585920779,2.119216116
ef1027,53,168,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.358,0.642,8,393.104,N/A,5.481,2,447.597,N/A,32.451,2,extra data request,,1.321127536,1.218172246
ef1028,53,169,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.347,0.653,16,393.104,N/A,5.481,2,425.035,N/A,35.199,2,extra data request,,0.715187466,1.063936639
ef1029,53,170,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.633,0.367,2,49.193,N/A,0.264,2,49.24,N/A,0.174,2,extra data request,,0.118603834,1.001758359
ef1030,53,171,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.45,0.55,4,49.193,N/A,0.264,2,49.102,N/A,0.244,3,extra data request,,-0.262504736,0.840224207
ef1031,53,172,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.358,0.642,8,49.193,N/A,0.264,2,48.931,N/A,0.053,2,extra data request,,-0.776349673,1.075339852
ef1032,53,173,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.347,0.653,16,49.193,N/A,0.264,2,49.011,N/A,0.68,2,extra data request,,-0.199074875,1.004953851
ef1033,53,174,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.633,0.367,2,1.533,N/A,0.009,2,1.411,N/A,0.057,2,extra data request,,-1.686855088,1.355685011
ef1034,53,175,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.358,0.642,8,1.533,N/A,0.009,2,1.161,N/A,0.132,2,extra data request,,-2.243375351,1.629091621
ef1035,53,176,"Davrinche, A",2021,BEF China,Theaceae,Schima,Schima superba,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.347,0.653,16,1.533,N/A,0.009,2,1.322,N/A,0.092,2,extra data request,,-1.821237077,1.414613062
ef1036,54,1,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,local,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,C,C,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,2,49.278,N/A,0.481,3,49.978,N/A,0.819,3,extra data request,Local + French 50:50,0.831611454,0.724298134
ef1037,54,2,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,local,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,C,C,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,2,49.278,N/A,0.481,3,49.722,N/A,0.222,3,extra data request,Local + Italian 50:50,0.945713034,0.741197762
ef1038,54,3,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,local,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,C,C,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,3,49.278,N/A,0.481,3,49.233,N/A,0.94,3,extra data request,Local + French + Italian 33:33:33,-0.048088113,0.666859372
ef1039,54,4,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,local,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,0.75,0.25,4,49.722,N/A,0.222,3,48.944,N/A,0.68,3,extra data request,Species mixture,-1.22725197,0.79217895
ef1040,54,5,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,local,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,N,N,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,2,2.179,N/A,0.092,3,2.209,N/A,0.143,3,extra data request,Local + French 50:50,0.199080964,0.669969436
ef1041,54,6,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,local,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,N,N,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,2,2.179,N/A,0.092,3,2.049,N/A,0.071,3,extra data request,Local + Italian 50:50,-1.262266677,0.799443097
ef1042,54,7,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,local,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,N,N,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,3,2.179,N/A,0.092,3,2.103,N/A,0.095,3,extra data request,Local + French + Italian 33:33:33,-0.648464436,0.701708844
ef1043,54,8,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,local,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,0.75,0.25,4,2.049,N/A,0.071,3,2.111,N/A,0.27,3,extra data request,Species mixture,0.250590015,0.671899613
ef1044,54,9,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,French,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,C,C,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,2,49.844,N/A,0.767,3,49.433,N/A,0.897,3,extra data request,Local + French 50:50,-0.392949937,0.679534138
ef1045,54,10,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,French,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,C,C,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,3,49.844,N/A,0.767,3,49.156,N/A,0.598,3,extra data request,Local + French + Italian 33:33:33,-0.798219792,0.719762903
ef1046,54,11,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,French,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,N,N,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,2,2.039,N/A,0.067,3,2.241,N/A,0.126,3,extra data request,Local + French 50:50,1.597218094,0.879258803
ef1047,54,12,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,French,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,N,N,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,3,2.039,N/A,0.067,3,2.164,N/A,0.092,3,extra data request,Local + French + Italian 33:33:33,1.239309816,0.794657402
ef1048,54,13,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,Italian,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,C,C,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,2,49.611,N/A,0.283,3,49.6,N/A,0.935,3,extra data request,Local + Italian 50:50,-0.012705802,0.66668012
ef1049,54,14,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,Italian,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,C,C,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,3,49.611,N/A,0.283,3,49.133,N/A,0.176,3,extra data request,Local + French + Italian 33:33:33,-1.618431585,0.8849434
ef1050,54,15,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,Italian,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,0.75,0.25,4,49.6,N/A,0.935,3,49.111,N/A,0.419,3,extra data request,Species mixture,-0.538534499,0.690834951
ef1051,54,16,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,Italian,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,N,N,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,2,2.089,N/A,0.119,3,1.95,N/A,0.07,3,extra data request,Local + Italian 50:50,-1.136048883,0.774217255
ef1052,54,17,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,Italian,woody,deciduous angiosperm,angiosperm,intraspecific,nutrient,N,N,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,NA,NA,3,2.089,N/A,0.119,3,2.094,N/A,0.126,3,extra data request,Local + French + Italian 33:33:33,0.032553432,0.666754977
ef1053,54,18,"Gibbs, M",NA,Climate Match Hucking,Fagaceae,Quercus,Quercus robur,Italian,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,intermediate,juvenile,,plot,51,temperate,No N-fixing neighbours,N,NA,0.25,0.75,0.25,4,1.95,N/A,0.07,3,2.058,N/A,0.126,3,extra data request,Species mixture,0.845469308,0.726234863
